0.00000	 3.00527
0.05028	 48.87758
0.10056	 150.54837
0.15084	 271.92564
0.20112	 429.03064
0.25140	 615.28170
0.30168	 830.95831
0.35196	 1071.51709
0.40224	 1338.10395
0.45251	 1624.94904
0.50279	 1939.83463
0.55307	 2267.91962
0.60335	 2623.58374
0.65363	 2994.15753
0.70391	 3378.66688
0.75419	 3779.00003
0.80447	 4197.07613
0.85475	 4631.76702
0.90503	 5083.63958
0.95531	 5544.56474
1.00559	 6026.32852
1.05587	 6517.91759
1.10615	 7020.28903
1.15643	 7546.13089
1.20671	 8096.57889
1.25699	 8627.90602
1.30727	 9194.62696
1.35754	 9735.59332
1.40782	 10337.09222
1.45810	 10884.92027
1.50838	 11569.80761
1.55866	 12129.06150
1.60894	 12826.53708
1.65922	 13589.60407
1.70950	 14146.79184
1.75978	 14915.19564
1.81006	 15797.99536
1.86034	 16382.46427
1.91062	 16939.35130
1.96090	 17833.79202
2.01118	 18767.95065
2.06146	 19333.67019
2.11174	 19696.90610
2.16202	 20372.16312
2.21230	 21380.28354
2.26257	 22343.84859
2.31285	 22931.43137
2.36313	 23169.80757
2.41341	 23515.43405
2.46369	 24287.59293
2.51397	 25437.47109
2.56425	 26572.92923
2.61453	 27389.59540
2.66481	 27907.27124
2.71509	 28140.09916
2.76537	 28306.91713
2.81565	 28927.66663
2.86593	 30198.60696
2.91621	 31682.76467
2.96649	 32970.33944
3.01677	 34070.06863
3.06705	 35075.24846
3.11733	 35822.11086
3.16760	 36072.85229
3.21788	 36062.36106
3.26816	 36411.61625
3.31844	 37421.21858
3.36872	 38842.07388
3.41900	 40368.39726
3.46928	 41927.03462
3.51956	 43543.15812
3.56984	 45120.21608
3.62012	 46498.09686
3.67040	 47573.91009
3.72068	 48326.37525
3.77096	 48787.40701
3.82124	 49052.88714
3.87152	 49268.32688
3.92180	 49559.54842
3.97208	 49973.50208
4.02236	 50516.99093
4.07263	 51317.16426
4.12291	 52553.56066
4.17319	 54225.61129
4.22347	 56122.43707
4.27375	 57966.38338
4.32403	 59538.98658
4.37431	 60791.99883
4.42459	 61819.33724
4.47487	 62748.05900
4.52515	 63697.14406
4.57543	 64743.57697
4.62571	 65882.59810
4.67599	 67036.89340
4.72627	 68116.45802
4.77655	 69066.02748
4.82683	 69788.28231
4.87711	 70179.81750
4.92739	 70199.40745
4.97766	 69856.29727
5.02794	 69243.24569
5.07822	 68606.68088
5.12850	 68335.79716
5.17878	 68782.57174
5.22906	 69997.20572
5.27934	 71714.54861
5.32962	 73589.37181
5.37990	 75384.43824
5.43018	 77009.99242
5.48046	 78451.66786
5.53074	 79716.61636
5.58102	 80822.05608
5.63130	 81793.99007
5.68158	 82684.61366
5.73186	 83578.16844
5.78214	 84540.04265
5.83242	 85558.60084
5.88269	 86607.15181
5.93297	 87691.81038
5.98325	 88787.12241
6.03353	 89822.59608
6.08381	 90778.02699
6.13409	 91661.33646
6.18437	 92492.41146
6.23465	 93318.05392
6.28493	 94128.96705
6.33521	 94939.76401
6.38549	 95767.94137
6.43577	 96582.56784
6.48605	 97406.91448
6.53633	 98229.15062
6.58661	 98998.14083
6.63689	 99717.94692
6.68717	 100380.57514
6.73745	 100936.38147
6.78772	 101389.67648
6.83800	 101732.13991
6.88828	 101922.98871
6.93856	 101978.82245
6.98884	 102046.21445
7.03912	 102201.70172
7.08940	 102393.22431
7.13968	 102568.15847
7.18996	 102705.22016
7.24024	 102826.29705
7.29052	 102989.01927
7.34080	 103255.69270
7.39108	 103636.36216
7.44136	 104139.29932
7.49164	 104794.27085
7.54192	 105586.85989
7.59220	 106496.50212
7.64248	 107560.47837
7.69275	 108837.35373
7.74303	 110336.40730
7.79331	 111999.10777
7.84359	 113715.85367
7.89387	 115441.53470
7.94415	 117144.58574
7.99443	 118727.68790
8.04471	 120116.75367
8.09499	 121329.83950
8.14527	 122403.73966
8.19555	 123320.94019
8.24583	 124106.85078
8.29611	 124828.01721
8.34639	 125522.47971
8.39667	 126256.41397
8.44695	 127008.16534
8.49723	 127774.35043
8.54751	 128570.84329
8.59778	 129398.60597
8.64806	 130264.30898
8.69834	 131157.20459
8.74862	 132040.27994
8.79890	 132911.16220
8.84918	 133776.55667
8.89946	 134664.88359
8.94974	 135549.56309
9.00002	 136385.75710
