0.00000	 655.57955
0.02507	 514.25404
0.05014	 401.91831
0.07521	 316.81640
0.10028	 257.27759
0.12535	 221.71327
0.15042	 208.61405
0.17549	 216.54681
0.20056	 244.15189
0.22563	 290.14037
0.25070	 353.29138
0.27577	 432.44956
0.30084	 526.52244
0.32591	 634.47811
0.35098	 755.34274
0.37605	 888.19831
0.40112	 1032.18036
0.42619	 1186.47579
0.45125	 1350.32078
0.47632	 1522.99865
0.50139	 1703.83795
0.52646	 1892.21049
0.55153	 2087.52941
0.57660	 2289.24745
0.60167	 2496.85511
0.62674	 2709.87894
0.65181	 2927.87994
0.67688	 3150.45189
0.70195	 3377.21981
0.72702	 3607.83847
0.75209	 3841.99092
0.77716	 4079.38707
0.80223	 4319.76234
0.82730	 4562.87636
0.85237	 4808.51164
0.87744	 5056.47239
0.90251	 5306.58334
0.92758	 5558.68854
0.95265	 5812.65029
0.97772	 6068.34808
1.00279	 6325.67756
1.02786	 6584.54951
1.05293	 6844.88894
1.07800	 7106.63416
1.10307	 7369.73587
1.12814	 7634.15633
1.15321	 7899.86854
1.17828	 8166.85549
1.20335	 8435.10935
1.22842	 8704.63078
1.25349	 8975.42825
1.27856	 9247.51736
1.30363	 9520.92020
1.32870	 9795.66477
1.35376	 10071.78437
1.37883	 10349.31709
1.40390	 10628.30522
1.42897	 10908.79480
1.45404	 11190.83511
1.47911	 11474.47824
1.50418	 11759.77863
1.52925	 12046.79266
1.55432	 12335.57829
1.57939	 12626.19464
1.60446	 12918.70170
1.62953	 13213.15994
1.65460	 13509.63004
1.67967	 13808.17257
1.70474	 14108.84775
1.72981	 14411.71513
1.75488	 14716.83341
1.77995	 15024.26019
1.80502	 15334.05173
1.83009	 15646.26281
1.85516	 15960.94649
1.88023	 16278.15399
1.90530	 16597.93452
1.93037	 16920.33510
1.95544	 17245.40050
1.98051	 17573.17307
2.00558	 17903.69265
2.03065	 18236.99648
2.05572	 18573.11911
2.08079	 18912.09234
2.10586	 19253.94513
2.13093	 19598.70357
2.15600	 19946.39081
2.18107	 20297.02706
2.20614	 20650.62952
2.23121	 21007.21239
2.25627	 21366.78685
2.28134	 21729.36104
2.30641	 22094.94008
2.33148	 22463.52606
2.35655	 22835.11807
2.38162	 23209.71221
2.40669	 23587.30163
2.43176	 23967.87653
2.45683	 24351.42422
2.48190	 24737.92918
2.50697	 25127.37305
2.53204	 25519.73472
2.55711	 25914.99038
2.58218	 26313.11356
2.60725	 26714.07520
2.63232	 27117.84372
2.65739	 27524.38508
2.68246	 27933.66283
2.70753	 28345.63824
2.73260	 28760.27028
2.75767	 29177.51580
2.78274	 29597.32954
2.80781	 30019.66421
2.83288	 30444.47060
2.85795	 30871.69767
2.88302	 31301.29259
2.90809	 31733.20087
2.93316	 32167.36639
2.95823	 32603.73156
2.98330	 33042.23735
3.00837	 33482.82338
3.03344	 33925.42806
3.05851	 34369.98859
3.08358	 34816.44114
3.10865	 35264.72086
3.13372	 35714.76202
3.15878	 36166.49807
3.18385	 36619.86173
3.20892	 37074.78507
3.23399	 37531.19962
3.25906	 37989.03643
3.28413	 38448.22614
3.30920	 38908.69911
3.33427	 39370.38544
3.35934	 39833.21511
3.38441	 40297.11800
3.40948	 40762.02402
3.43455	 41227.86315
3.45962	 41694.56553
3.48469	 42162.06153
3.50976	 42630.28181
3.53483	 43099.15740
3.55990	 43568.61978
3.58497	 44038.60094
3.61004	 44509.03340
3.63511	 44979.85035
3.66018	 45450.98566
3.68525	 45922.37394
3.71032	 46393.95062
3.73539	 46865.65199
3.76046	 47337.41526
3.78553	 47809.17860
3.81060	 48280.88120
3.83567	 48752.46333
3.86074	 49223.86634
3.88581	 49695.03276
3.91088	 50165.90631
3.93595	 50636.43194
3.96102	 51106.55587
3.98609	 51576.22564
4.01116	 52045.39013
4.03623	 52513.99957
4.06129	 52982.00563
4.08636	 53449.36137
4.11143	 53916.02134
4.13650	 54381.94154
4.16157	 54847.07949
4.18664	 55311.39422
4.21171	 55774.84631
4.23678	 56237.39787
4.26185	 56699.01259
4.28692	 57159.65575
4.31199	 57619.29421
4.33706	 58077.89640
4.36213	 58535.43241
4.38720	 58991.87389
4.41227	 59447.19412
4.43734	 59901.36800
4.46241	 60354.37204
4.48748	 60806.18434
4.51255	 61256.78463
4.53762	 61706.15423
4.56269	 62154.27607
4.58776	 62601.13466
4.61283	 63046.71606
4.63790	 63491.00795
4.66297	 63933.99951
4.68804	 64375.68149
4.71311	 64816.04617
4.73818	 65255.08730
4.76325	 65692.80017
4.78832	 66129.18150
4.81339	 66564.22948
4.83846	 66997.94374
4.86353	 67430.32529
4.88860	 67861.37654
4.91367	 68291.10126
4.93874	 68719.50456
4.96380	 69146.59285
4.98887	 69572.37381
5.01394	 69996.85640
5.03901	 70420.05078
5.06408	 70841.96833
5.08915	 71262.62157
5.11422	 71682.02417
5.13929	 72100.19089
5.16436	 72517.13759
5.18943	 72932.88112
5.21450	 73347.43938
5.23957	 73760.83123
5.26464	 74173.07645
5.28971	 74584.19575
5.31478	 74994.21068
5.33985	 75403.14366
5.36492	 75811.01789
5.38999	 76217.85732
5.41506	 76623.68666
5.44013	 77028.53129
5.46520	 77432.41726
5.49027	 77835.37123
5.51534	 78237.42046
5.54041	 78638.59274
5.56548	 79038.91641
5.59055	 79438.42025
5.61562	 79837.13350
5.64069	 80235.08582
5.66576	 80632.30722
5.69083	 81028.82807
5.71590	 81424.67902
5.74097	 81819.89101
5.76604	 82214.49520
5.79111	 82608.52297
5.81618	 83002.00584
5.84125	 83394.97549
5.86631	 83787.46368
5.89138	 84179.50226
5.91645	 84571.12310
5.94152	 84962.35809
5.96659	 85353.23910
5.99166	 85743.79792
6.01673	 86134.06629
6.04180	 86524.07581
6.06687	 86913.85795
6.09194	 87303.44402
6.11701	 87692.86510
6.14208	 88082.15209
6.16715	 88471.33562
6.19222	 88860.44604
6.21729	 89249.51341
6.24236	 89638.56746
6.26743	 90027.63759
6.29250	 90416.75281
6.31757	 90805.94175
6.34264	 91195.23264
6.36771	 91584.65326
6.39278	 91974.23094
6.41785	 92363.99256
6.44292	 92753.96449
6.46799	 93144.17261
6.49306	 93534.64226
6.51813	 93925.39827
6.54320	 94316.46489
6.56827	 94707.86582
6.59334	 95099.62418
6.61841	 95491.76248
6.64348	 95884.30265
6.66855	 96277.26599
6.69362	 96670.67318
6.71869	 97064.54425
6.74376	 97458.89860
6.76882	 97853.75498
6.79389	 98249.13145
6.81896	 98645.04543
6.84403	 99041.51367
6.86910	 99438.55222
6.89417	 99836.17646
6.91924	 100234.40106
6.94431	 100633.24003
6.96938	 101032.70666
6.99445	 101432.81356
7.01952	 101833.57262
7.04459	 102234.99504
7.06966	 102637.09133
7.09473	 103039.87128
7.11980	 103443.34399
7.14487	 103847.51786
7.16994	 104252.40059
7.19501	 104657.99917
7.22008	 105064.31992
7.24515	 105471.36845
7.27022	 105879.14969
7.29529	 106287.66787
7.32036	 106696.92656
7.34543	 107106.92863
7.37050	 107517.67628
7.39557	 107929.17107
7.42064	 108341.41385
7.44571	 108754.40485
7.47078	 109168.14361
7.49585	 109582.62906
7.52092	 109997.85944
7.54599	 110413.83240
7.57106	 110830.54491
7.59613	 111247.99336
7.62120	 111666.17348
7.64627	 112085.08040
7.67133	 112504.70865
7.69640	 112925.05213
7.72147	 113346.10415
7.74654	 113767.85744
7.77161	 114190.30413
7.79668	 114613.43575
7.82175	 115037.24327
7.84682	 115461.71708
7.87189	 115886.84700
7.89696	 116312.62228
7.92203	 116739.03160
7.94710	 117166.06308
7.97217	 117593.70429
7.99724	 118021.94224
8.02231	 118450.76338
8.04738	 118880.15362
8.07245	 119310.09831
8.09752	 119740.58225
8.12259	 120171.58969
8.14766	 120603.10432
8.17273	 121035.10930
8.19780	 121467.58721
8.22287	 121900.52009
8.24794	 122333.88942
8.27301	 122767.67611
8.29808	 123201.86050
8.32315	 123636.42237
8.34822	 124071.34092
8.37329	 124506.59476
8.39836	 124942.16191
8.42343	 125378.01980
8.44850	 125814.14526
8.47357	 126250.51448
8.49864	 126687.10305
8.52371	 127123.88590
8.54878	 127560.83735
8.57384	 127997.93103
8.59891	 128435.13991
8.62398	 128872.43627
8.64905	 129309.79171
8.67412	 129747.17710
8.69919	 130184.56258
8.72426	 130621.91756
8.74933	 131059.21068
8.77440	 131496.40980
8.79947	 131933.48198
8.82454	 132370.39349
8.84961	 132807.10972
8.87468	 133243.59525
8.89975	 133679.81376
8.92482	 134115.72805
8.94989	 134551.29998
8.97496	 134986.49050
9.00003	 135421.25958
